5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/243.png,Real Madrid,Liga BBVA,86
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/21.png,FC Bayern,Bundesliga,86
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/241.png,FC Barcelona,Liga BBVA,85
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/45.png,Juventus,Serie A TIM,84
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/11.png,Manchester Utd,Barclays PL,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/5.png,Chelsea,Barclays PL,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/1.png,Arsenal,Barclays PL,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/10.png,Manchester City,Barclays PL,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/240.png,AtlÇtico Madrid,Liga BBVA,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/73.png,PSG,Ligue 1,83
5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/400000.png,None,Ligue 1,83
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/22.png,Bor. Dortmund,Bundesliga,82
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/18.png,Spurs,Barclays PL,81
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/9.png,Liverpool,Barclays PL,81
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/48.png,Napoli,Serie A TIM,81
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/44.png,Inter,Serie A TIM,81
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/481.png,Sevilla FC,Liga BBVA,81
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/7.png,Everton,Barclays PL,80
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/175.png,VfL Wolfsburg,Bundesliga,80
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/32.png,Bayer 04,Bundesliga,80
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/52.png,Roma,Serie A TIM,80
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/483.png,Villarreal CF,Liga BBVA,80
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/66.png,Olym. Lyonnais,Ligue 1,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/448.png,Athletic Bilbao,Liga BBVA,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/23.png,Bor. M'gladbach,Bundesliga,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/461.png,Valencia CF,Liga BBVA,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/234.png,SL Benfica,Liga NOS,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/1806.png,Stoke City,Barclays PL,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/236.png,FC Porto,Liga NOS,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/34.png,FC Schalke 04,Bundesliga,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/237.png,Sporting CP,Liga NOS,79
4.5,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/400000.png,None,Liga NOS,79
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/1799.png,Crystal Palace,Barclays PL,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/19.png,West Ham,Barclays PL,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/95.png,Leicester City,Barclays PL,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/100769.png,Zenit,Russian League,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/47.png,Milan,Serie A TIM,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/110374.png,Fiorentina,Serie A TIM,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/327.png,Be?ikta?,SÅper Lig,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/46.png,Lazio,Serie A TIM,78
4,https://www.fifaindex.com/static/FIFA17/images/crest/50/light/452.png,RCD Espanyol,Liga BBVA,78
